FIPS,ID,area_name,Unemployment_Rate
17111,200017111,"McHenry County, IL",3.6
17113,200017113,"McLean County, IL",3.1
17115,200017115,"Macon County, IL",4.9
17117,200017117,"Macoupin County, IL",4.2
17119,200017119,"Madison County, IL",4.1
17121,200017121,"Marion County, IL",5.3
17123,200017123,"Marshall County, IL",3.8
17125,200017125,"Mason County, IL",5.4
17127,200017127,"Massac County, IL",4.9
17129,200017129,"Menard County, IL",3.3
17131,200017131,"Mercer County, IL",5.2
17133,200017133,"Monroe County, IL",3.1
17135,200017135,"Montgomery County, IL",5.3
17137,200017137,"Morgan County, IL",3.9
17139,200017139,"Moultrie County, IL",3.9
17141,200017141,"Ogle County, IL",4
17143,200017143,"Peoria County, IL",4.2
17145,200017145,"Perry County, IL",6.6
17147,200017147,"Piatt County, IL",3.4
17149,200017149,"Pike County, IL",5
17151,200017151,"Pope County, IL",6.2
17153,200017153,"Pulaski County, IL",6.6
17155,200017155,"Putnam County, IL",4.7
17157,200017157,"Randolph County, IL",4.7
17159,200017159,"Richland County, IL",5.7
17161,200017161,"Rock Island County, IL",4.2
17163,200017163,"St. Clair County, IL",4.7
17165,200017165,"Saline County, IL",6.5
17167,200017167,"Sangamon County, IL",3.4
17169,200017169,"Schuyler County, IL",4.8
17171,200017171,"Scott County, IL",4.5
17173,200017173,"Shelby County, IL",4.6
17175,200017175,"Stark County, IL",5.6
17177,200017177,"Stephenson County, IL",4.9
17179,200017179,"Tazewell County, IL",3.8
17181,200017181,"Union County, IL",6.1
17183,200017183,"Vermilion County, IL",5.5
17185,200017185,"Wabash County, IL",4.9
17187,200017187,"Warren County, IL",4.2
17189,200017189,"Washington County, IL",3.7
17191,200017191,"Wayne County, IL",5.5
17193,200017193,"White County, IL",4.7
17195,200017195,"Whiteside County, IL",3.9
17197,200017197,"Will County, IL",4.1
17199,200017199,"Williamson County, IL",5.7
17201,200017201,"Winnebago County, IL",4.2
17203,200017203,"Woodford County, IL",3.2
18000,200018000,Indiana,3.1
18001,200018001,"Adams County, IN",2.8
18003,200018003,"Allen County, IN",2.8
18005,200018005,"Bartholomew County, IN",2.7
18007,200018007,"Benton County, IN",3
18009,200018009,"Blackford County, IN",4.4
18011,200018011,"Boone County, IN",2.2
18013,200018013,"Brown County, IN",3
18015,200018015,"Carroll County, IN",2.9
18017,200018017,"Cass County, IN",3.1
18019,200018019,"Clark County, IN",3.6
18021,200018021,"Clay County, IN",4.2
18023,200018023,"Clinton County, IN",3
18025,200018025,"Crawford County, IN",4.9
18027,200018027,"Daviess County, IN",3.1
18029,200018029,"Dearborn County, IN",3.4
18031,200018031,"Decatur County, IN",2.3
18033,200018033,"DeKalb County, IN",3.1
18035,200018035,"Delaware County, IN",3.5
18037,200018037,"Dubois County, IN",2.3
18039,200018039,"Elkhart County, IN",2.7
18041,200018041,"Fayette County, IN",4.5
18043,200018043,"Floyd County, IN",3.5
18045,200018045,"Fountain County, IN",3.2
18047,200018047,"Franklin County, IN",3.6
18049,200018049,"Fulton County, IN",4.1
18051,200018051,"Gibson County, IN",3.4
18053,200018053,"Grant County, IN",4
18055,200018055,"Greene County, IN",4.9
18057,200018057,"Hamilton County, IN",1.9
18059,200018059,"Hancock County, IN",2.3
18061,200018061,"Harrison County, IN",3.4
18063,200018063,"Hendricks County, IN",2
18065,200018065,"Henry County, IN",4
18067,200018067,"Howard County, IN",3.3
18069,200018069,"Huntington County, IN",3.1
18071,200018071,"Jackson County, IN",2.7
18073,200018073,"Jasper County, IN",3.5
18075,200018075,"Jay County, IN",3.4
18077,200018077,"Jefferson County, IN",3.4
18079,200018079,"Jennings County, IN",2.9
18081,200018081,"Johnson County, IN",2.2
18083,200018083,"Knox County, IN",3.8
18085,200018085,"Kosciusko County, IN",2.5
18087,200018087,"LaGrange County, IN",2.4
18089,200018089,"Lake County, IN",3.9
18091,200018091,"LaPorte County, IN",3.6
18093,200018093,"Lawrence County, IN",4.1
18095,200018095,"Madison County, IN",3.2
18097,200018097,"Marion County, IN",2.8
18099,200018099,"Marshall County, IN",3.2
18101,200018101,"Martin County, IN",3.5
18103,200018103,"Miami County, IN",3.5
18105,200018105,"Monroe County, IN",2.8
18107,200018107,"Montgomery County, IN",2.7
18109,200018109,"Morgan County, IN",2.5
18111,200018111,"Newton County, IN",3
18113,200018113,"Noble County, IN",2.9
18115,200018115,"Ohio County, IN",3.5
18117,200018117,"Orange County, IN",4.5
18119,200018119,"Owen County, IN",3.1
18121,200018121,"Parke County, IN",3.6
18123,200018123,"Perry County, IN",4.8
18125,200018125,"Pike County, IN",3.6
18127,200018127,"Porter County, IN",2.9
18129,200018129,"Posey County, IN",3.1
18131,200018131,"Pulaski County, IN",4.5
18133,200018133,"Putnam County, IN",3
18135,200018135,"Randolph County, IN",3.9
18137,200018137,"Ripley County, IN",2.6
18139,200018139,"Rush County, IN",2.7
18141,200018141,"St. Joseph County, IN",3.3
18143,200018143,"Scott County, IN",3.4
18145,200018145,"Shelby County, IN",2.7
18147,200018147,"Spencer County, IN",3.6
18149,200018149,"Starke County, IN",4.9
18151,200018151,"Steuben County, IN",3.1
18153,200018153,"Sullivan County, IN",5.4
18155,200018155,"Switzerland County, IN",5
18157,200018157,"Tippecanoe County, IN",2.7
18159,200018159,"Tipton County, IN",2.7
18161,200018161,"Union County, IN",3.2
18163,200018163,"Vanderburgh County, IN",3.3
18165,200018165,"Vermillion County, IN",4.8
18167,200018167,"Vigo County, IN",4.2
18169,200018169,"Wabash County, IN",3.1
18171,200018171,"Warren County, IN",2.8
18173,200018173,"Warrick County, IN",3.4
18175,200018175,"Washington County, IN",3.9
18177,200018177,"Wayne County, IN",3.7
18179,200018179,"Wells County, IN",2.5
18181,200018181,"White County, IN",3.1
18183,200018183,"Whitley County, IN",2.6
19000,200019000,Iowa,2.6
19001,200019001,"Adair County, IA",2.6
19003,200019003,"Adams County, IA",3.8
19005,200019005,"Allamakee County, IA",3.4
19007,200019007,"Appanoose County, IA",4.3
19009,200019009,"Audubon County, IA",2.9
19011,200019011,"Benton County, IA",2.3
19013,200019013,"Black Hawk County, IA",2.8
19015,200019015,"Boone County, IA",2.1
19017,200019017,"Bremer County, IA",2.4
19019,200019019,"Buchanan County, IA",2.8
19021,200019021,"Buena Vista County, IA",2.3
19023,200019023,"Butler County, IA",3.2
19025,200019025,"Calhoun County, IA",2.8
19027,200019027,"Carroll County, IA",2.2
19029,200019029,"Cass County, IA",3.6
19031,200019031,"Cedar County, IA",2.2
19033,200019033,"Cerro Gordo County, IA",2.9
19035,200019035,"Cherokee County, IA",2.3
19037,200019037,"Chickasaw County, IA",6.3
19039,200019039,"Clarke County, IA",3.1
19041,200019041,"Clay County, IA",2.4
19043,200019043,"Clayton County, IA",3.4
19045,200019045,"Clinton County, IA",3.4
19047,200019047,"Crawford County, IA",2.5
19049,200019049,"Dallas County, IA",1.9
19051,200019051,"Davis County, IA",3.2
19053,200019053,"Decatur County, IA",3.3
19055,200019055,"Delaware County, IA",2.8
19057,200019057,"Des Moines County, IA",3.5
19059,200019059,"Dickinson County, IA",2.7
19061,200019061,"Dubuque County, IA",3.2
19063,200019063,"Emmet County, IA",2.8
19065,200019065,"Fayette County, IA",3.7
19067,200019067,"Floyd County, IA",3.7
19069,200019069,"Franklin County, IA",2.7
19071,200019071,"Fremont County, IA",2.3
19073,200019073,"Greene County, IA",3.3
19075,200019075,"Grundy County, IA",2.3
19077,200019077,"Guthrie County, IA",2.6
19079,200019079,"Hamilton County, IA",2.5
19081,200019081,"Hancock County, IA",2.2
19083,200019083,"Hardin County, IA",3
19085,200019085,"Harrison County, IA",2.7
19087,200019087,"Henry County, IA",2.9
19089,200019089,"Howard County, IA",3.1
19091,200019091,"Humboldt County, IA",2.5
19093,200019093,"Ida County, IA",2.2
19095,200019095,"Iowa County, IA",2.1
19097,200019097,"Jackson County, IA",3.6
19099,200019099,"Jasper County, IA",2.5
19101,200019101,"Jefferson County, IA",2.8
19103,200019103,"Johnson County, IA",1.8
19105,200019105,"Jones County, IA",2.6
19107,200019107,"Keokuk County, IA",3.2
19109,200019109,"Kossuth County, IA",2.5
19111,200019111,"Lee County, IA",4.4
19113,200019113,"Linn County, IA",2.3
19115,200019115,"Louisa County, IA",2.9
19117,200019117,"Lucas County, IA",2.7
19119,200019119,"Lyon County, IA",2
19121,200019121,"Madison County, IA",3.1
19123,200019123,"Mahaska County, IA",2.3
19125,200019125,"Marion County, IA",2.2
19127,200019127,"Marshall County, IA",2.7
19129,200019129,"Mills County, IA",2
19131,200019131,"Mitchell County, IA",2.7
19133,200019133,"Monona County, IA",3.1
19135,200019135,"Monroe County, IA",3.1
19137,200019137,"Montgomery County, IA",3.2
19139,200019139,"Muscatine County, IA",2.7
19141,200019141,"O'Brien County, IA",2.3
19143,200019143,"Osceola County, IA",2.4
19145,200019145,"Page County, IA",3.2
19147,200019147,"Palo Alto County, IA",2.3
19149,200019149,"Plymouth County, IA",2.5
19151,200019151,"Pocahontas County, IA",2.7
19153,200019153,"Polk County, IA",2.3
19155,200019155,"Pottawattamie County, IA",2.3
19157,200019157,"Poweshiek County, IA",2.7
19159,200019159,"Ringgold County, IA",2.9
19161,200019161,"Sac County, IA",2.6
19163,200019163,"Scott County, IA",3.2
19165,200019165,"Shelby County, IA",2.3
19167,200019167,"Sioux County, IA",1.9
19169,200019169,"Story County, IA",1.7
19171,200019171,"Tama County, IA",3.3
19173,200019173,"Taylor County, IA",3.2
19175,200019175,"Union County, IA",3.3
19177,200019177,"Van Buren County, IA",3.2
19179,200019179,"Wapello County, IA",3.5
19181,200019181,"Warren County, IA",2.1
19183,200019183,"Washington County, IA",2.2
19185,200019185,"Wayne County, IA",3
19187,200019187,"Webster County, IA",3
19189,200019189,"Winnebago County, IA",2
19191,200019191,"Winneshiek County, IA",2.5
19193,200019193,"Woodbury County, IA",2.6
19195,200019195,"Worth County, IA",2.9
19197,200019197,"Wright County, IA",2.6
20000,200020000,Kansas,3.6
20001,200020001,"Allen County, KS",4.5
20003,200020003,"Anderson County, KS",4.1
20005,200020005,"Atchison County, KS",4.3
20007,200020007,"Barber County, KS",2.7
20009,200020009,"Barton County, KS",3.3
20011,200020011,"Bourbon County, KS",3.7
20013,200020013,"Brown County, KS",4.8
20015,200020015,"Butler County, KS",3.9
20017,200020017,"Chase County, KS",2.9
20019,200020019,"Chautauqua County, KS",4.3
20021,200020021,"Cherokee County, KS",4.7
20023,200020023,"Cheyenne County, KS",2.5
20025,200020025,"Clark County, KS",2.8
20027,200020027,"Clay County, KS",3.2
20029,200020029,"Cloud County, KS",3.6
20031,200020031,"Coffey County, KS",3.7
20033,200020033,"Comanche County, KS",2.2
20035,200020035,"Cowley County, KS",4.4
20037,200020037,"Crawford County, KS",4.3
20039,200020039,"Decatur County, KS",2.5
20041,200020041,"Dickinson County, KS",3.1
20043,200020043,"Doniphan County, KS",4.8
20045,200020045,"Douglas County, KS",2.7
20047,200020047,"Edwards County, KS",2.6
20049,200020049,"Elk County, KS",4.8
20051,200020051,"Ellis County, KS",2.6
20053,200020053,"Ellsworth County, KS",3.3
20055,200020055,"Finney County, KS",2.5
20057,200020057,"Ford County, KS",2.6
20059,200020059,"Franklin County, KS",3.6
20061,200020061,"Geary County, KS",4.7
20063,200020063,"Gove County, KS",2.2
20065,200020065,"Graham County, KS",2.8
20067,200020067,"Grant County, KS",2.8
20069,200020069,"Gray County, KS",2.6
20071,200020071,"Greeley County, KS",3.3
20073,200020073,"Greenwood County, KS",4.7
20075,200020075,"Hamilton County, KS",2.7
20077,200020077,"Harper County, KS",3.6
20079,200020079,"Harvey County, KS",3.5
20081,200020081,"Haskell County, KS",2.3
20083,200020083,"Hodgeman County, KS",3.3
20085,200020085,"Jackson County, KS",4.1
20087,200020087,"Jefferson County, KS",3.8
20089,200020089,"Jewell County, KS",2.6
20091,200020091,"Johnson County, KS",2.8
20093,200020093,"Kearny County, KS",2.7
20095,200020095,"Kingman County, KS",3.5
20097,200020097,"Kiowa County, KS",2.7
20099,200020099,"Labette County, KS",4.8
20101,200020101,"Lane County, KS",2.8
20103,200020103,"Leavenworth County, KS",3.9
20105,200020105,"Lincoln County, KS",2.7
20107,200020107,"Linn County, KS",4.7
20109,200020109,"Logan County, KS",3.4
20111,200020111,"Lyon County, KS",3.1
20113,200020113,"McPherson County, KS",2.9
20115,200020115,"Marion County, KS",3
20117,200020117,"Marshall County, KS",3.5
20119,200020119,"Meade County, KS",2.6
20121,200020121,"Miami County, KS",3.2
20123,200020123,"Mitchell County, KS",2.7
20125,200020125,"Montgomery County, KS",5.1
20127,200020127,"Morris County, KS",3.5
20129,200020129,"Morton County, KS",2.7
20131,200020131,"Nemaha County, KS",2.8
20133,200020133,"Neosho County, KS",4.3
20135,200020135,"Ness County, KS",2.4
20137,200020137,"Norton County, KS",3
20139,200020139,"Osage County, KS",4.4
20141,200020141,"Osborne County, KS",2.6
20143,200020143,"Ottawa County, KS",3
20145,200020145,"Pawnee County, KS",2.8
20147,200020147,"Phillips County, KS",2.7
20149,200020149,"Pottawatomie County, KS",3.2
20151,200020151,"Pratt County, KS",2.6
20153,200020153,"Rawlins County, KS",2.8
20155,200020155,"Reno County, KS",3.7
20157,200020157,"Republic County, KS",2.9
20159,200020159,"Rice County, KS",3.6
20161,200020161,"Riley County, KS",2.8
20163,200020163,"Rooks County, KS",3.2
20165,200020165,"Rush County, KS",3.4
20167,200020167,"Russell County, KS",4
20169,200020169,"Saline County, KS",2.9
20171,200020171,"Scott County, KS",2.1
20173,200020173,"Sedgwick County, KS",4
20175,200020175,"Seward County, KS",2.9
20177,200020177,"Shawnee County, KS",3.8
20179,200020179,"Sheridan County, KS",2.1
20181,200020181,"Sherman County, KS",2.7
20183,200020183,"Smith County, KS",2.7
20185,200020185,"Stafford County, KS",3.1
20187,200020187,"Stanton County, KS",2.4
20189,200020189,"Stevens County, KS",2.8
20191,200020191,"Sumner County, KS",4.5
20193,200020193,"Thomas County, KS",2.4
20195,200020195,"Trego County, KS",2.5
20197,200020197,"Wabaunsee County, KS",3.2
20199,200020199,"Wallace County, KS",2.1
20201,200020201,"Washington County, KS",3.4
20203,200020203,"Wichita County, KS",2.8
20205,200020205,"Wilson County, KS",3.8
20207,200020207,"Woodson County, KS",4.8
20209,200020209,"Wyandotte County, KS",6
21000,200021000,Kentucky,4.2
21001,200021001,"Adair County, KY",5
21003,200021003,"Allen County, KY",4.4
21005,200021005,"Anderson County, KY",3.4
21007,200021007,"Ballard County, KY",5.9
21009,200021009,"Barren County, KY",4.6
21011,200021011,"Bath County, KY",6.1
21013,200021013,"Bell County, KY",6.5
21015,200021015,"Boone County, KY",2.9
21017,200021017,"Bourbon County, KY",3.3
21019,200021019,"Boyd County, KY",5.8
21021,200021021,"Boyle County, KY",4
21023,200021023,"Bracken County, KY",3.5
21025,200021025,"Breathitt County, KY",6.7
21027,200021027,"Breckinridge County, KY",4.8
21029,200021029,"Bullitt County, KY",3.2
21031,200021031,"Butler County, KY",4.1
21033,200021033,"Caldwell County, KY",4.4
21035,200021035,"Calloway County, KY",3.9
21037,200021037,"Campbell County, KY",3.3
21039,200021039,"Carlisle County, KY",6.1
21041,200021041,"Carroll County, KY",4.3
21043,200021043,"Carter County, KY",7.2
21045,200021045,"Casey County, KY",4.6
21047,200021047,"Christian County, KY",4.8
21049,200021049,"Clark County, KY",3.7
21051,200021051,"Clay County, KY",6.6
21053,200021053,"Clinton County, KY",5
21055,200021055,"Crittenden County, KY",6.4
21057,200021057,"Cumberland County, KY",5.7
21059,200021059,"Daviess County, KY",4.2
21061,200021061,"Edmonson County, KY",4.9
21063,200021063,"Elliott County, KY",8.9
21065,200021065,"Estill County, KY",4.8
21067,200021067,"Fayette County, KY",2.9
21069,200021069,"Fleming County, KY",4.7
21071,200021071,"Floyd County, KY",6.9
21073,200021073,"Franklin County, KY",3.4
21075,200021075,"Fulton County, KY",5.3
21077,200021077,"Gallatin County, KY",3.9
21079,200021079,"Garrard County, KY",3.5
21081,200021081,"Grant County, KY",3.8
21083,200021083,"Graves County, KY",5
21085,200021085,"Grayson County, KY",5.1
21087,200021087,"Green County, KY",4.6
21089,200021089,"Greenup County, KY",5.8
21091,200021091,"Hancock County, KY",4.9
21093,200021093,"Hardin County, KY",4.3
21095,200021095,"Harlan County, KY",8.2
21097,200021097,"Harrison County, KY",3.5
21099,200021099,"Hart County, KY",4.7
21101,200021101,"Henderson County, KY",3.5
21103,200021103,"Henry County, KY",3.2
21105,200021105,"Hickman County, KY",4.7
21107,200021107,"Hopkins County, KY",5.4
21109,200021109,"Jackson County, KY",5.6
21111,200021111,"Jefferson County, KY",3.7
21113,200021113,"Jessamine County, KY",2.9
21115,200021115,"Johnson County, KY",5.7
21117,200021117,"Kenton County, KY",3.2
21119,200021119,"Knott County, KY",7.3
21121,200021121,"Knox County, KY",5.7
21123,200021123,"Larue County, KY",4.4
21125,200021125,"Laurel County, KY",4.2
21127,200021127,"Lawrence County, KY",6.9
21129,200021129,"Lee County, KY",5.9
21131,200021131,"Leslie County, KY",5.8
21133,200021133,"Letcher County, KY",7.8
21135,200021135,"Lewis County, KY",8.6
21137,200021137,"Lincoln County, KY",4.1
21139,200021139,"Livingston County, KY",5.6
21141,200021141,"Logan County, KY",3.6
21143,200021143,"Lyon County, KY",5.6
21145,200021145,"McCracken County, KY",4.6
21147,200021147,"McCreary County, KY",6.6
21149,200021149,"McLean County, KY",5
21151,200021151,"Madison County, KY",3.5
21153,200021153,"Magoffin County, KY",10.5
21155,200021155,"Marion County, KY",5
21157,200021157,"Marshall County, KY",5.1
21159,200021159,"Martin County, KY",7.2
21161,200021161,"Mason County, KY",3.7
21163,200021163,"Meade County, KY",4
21165,200021165,"Menifee County, KY",6.2
21167,200021167,"Mercer County, KY",3.8
21169,200021169,"Metcalfe County, KY",4.5
21171,200021171,"Monroe County, KY",8.1
21173,200021173,"Montgomery County, KY",4.3
21175,200021175,"Morgan County, KY",6.4
21177,200021177,"Muhlenberg County, KY",5.8
21179,200021179,"Nelson County, KY",4.2
21181,200021181,"Nicholas County, KY",7
21183,200021183,"Ohio County, KY",5.1
21185,200021185,"Oldham County, KY",3
21187,200021187,"Owen County, KY",3.6
21189,200021189,"Owsley County, KY",5.7
21191,200021191,"Pendleton County, KY",3.5
21193,200021193,"Perry County, KY",6.7
21195,200021195,"Pike County, KY",6.1
21197,200021197,"Powell County, KY",4.9
21199,200021199,"Pulaski County, KY",4.3
21201,200021201,"Robertson County, KY",4.4
21203,200021203,"Rockcastle County, KY",4.7
21205,200021205,"Rowan County, KY",4.3
21207,200021207,"Russell County, KY",5.7
21209,200021209,"Scott County, KY",3.1
21211,200021211,"Shelby County, KY",3
21213,200021213,"Simpson County, KY",3.4
21215,200021215,"Spencer County, KY",3
21217,200021217,"Taylor County, KY",5.2
21219,200021219,"Todd County, KY",4.1
21221,200021221,"Trigg County, KY",4.5
21223,200021223,"Trimble County, KY",3.8
